person,personLabel,category,property,propertyLabel,value,currency,currencyLabel,profession,professionLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q123665,Gloria Macapagal Arroyo,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,479546617,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,87,,2024-11-25T17:51:07Z
http://www.wikidata.org/entity/Q26702,"Armand-Jean du Plessis, duc de Richelieu",Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,20000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,105,,2024-12-08T03:29:10Z
http://www.wikidata.org/entity/Q318493,Najib Mikati,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,345000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,56,,2024-12-09T04:09:24Z
http://www.wikidata.org/entity/Q935734,Jared Polis,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,313600000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,32,,2024-11-14T23:16:08Z
http://www.wikidata.org/entity/Q263322,Elaine Chao,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,24000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,40,,2024-11-02T16:32:42Z
http://www.wikidata.org/entity/Q970272,Ron Johnson,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,36000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,30,,2024-11-13T16:26:03Z
http://www.wikidata.org/entity/Q379720,Serhiy Tihipko,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,730000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,27,,2024-11-29T00:26:17Z
http://www.wikidata.org/entity/Q297525,Jeff Koons,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,500000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q483501,artist,42,,2024-12-08T05:15:55Z
http://www.wikidata.org/entity/Q468048,Joel Osteen,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,56508500,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,25,,2024-10-11T14:19:57Z
http://www.wikidata.org/entity/Q379720,Serhiy Tihipko,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,730000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,27,,2024-11-29T00:26:17Z
http://www.wikidata.org/entity/Q2537149,Mehmet Oz,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,100000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-02T02:56:30Z
http://www.wikidata.org/entity/Q58323131,Dean Phillips,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,77000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,24,,2024-11-20T17:43:53Z
http://www.wikidata.org/entity/Q561837,Mauricio Macri,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,110000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,81,,2024-11-25T20:25:28Z
http://www.wikidata.org/entity/Q297525,Jeff Koons,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q483501,artist,42,,2024-12-08T05:15:55Z
http://www.wikidata.org/entity/Q2197580,Vilma Santos,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,555324480,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,14,,2024-06-21T22:32:17Z
http://www.wikidata.org/entity/Q6818770,Mercy Johnson,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,600000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,18,,2024-05-27T07:18:19Z
http://www.wikidata.org/entity/Q76570207,Kelly Loeffler,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,165000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,33,,2024-11-23T07:29:47Z
http://www.wikidata.org/entity/Q123665,Gloria Macapagal Arroyo,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,479546617,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,87,,2024-11-25T17:51:07Z
http://www.wikidata.org/entity/Q232301,Roseanne Barr,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,80000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,44,,2024-10-24T23:52:33Z
http://www.wikidata.org/entity/Q906898,Dmytro Firtash,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,420000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,20,,2024-09-01T13:16:31Z
http://www.wikidata.org/entity/Q1859524,Viktor Medvedchuk,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,620000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,36,,2024-11-25T15:43:53Z
http://www.wikidata.org/entity/Q24250858,Geraldine Roman,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,36447108,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,13,,2024-11-25T03:27:35Z
http://www.wikidata.org/entity/Q6818770,Mercy Johnson,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,600000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,18,,2024-05-27T07:18:19Z
http://www.wikidata.org/entity/Q76570207,Kelly Loeffler,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,165000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,33,,2024-11-23T07:29:47Z
http://www.wikidata.org/entity/Q232301,Roseanne Barr,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,80000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,44,,2024-10-24T23:52:33Z
http://www.wikidata.org/entity/Q906898,Dmytro Firtash,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,420000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,20,,2024-09-01T13:16:31Z
http://www.wikidata.org/entity/Q1859524,Viktor Medvedchuk,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,620000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,36,,2024-11-25T15:43:53Z
http://www.wikidata.org/entity/Q468048,Joel Osteen,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,56508500,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,25,,2024-10-11T14:19:57Z
http://www.wikidata.org/entity/Q2537149,Mehmet Oz,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,100000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-02T02:56:30Z
http://www.wikidata.org/entity/Q58323131,Dean Phillips,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,77000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,24,,2024-11-20T17:43:53Z
http://www.wikidata.org/entity/Q561837,Mauricio Macri,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,110000000,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,81,,2024-11-25T20:25:28Z
http://www.wikidata.org/entity/Q2197580,Vilma Santos,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,555324480,http://www.wikidata.org/entity/Q38526,1000000,http://www.wikidata.org/entity/Q82955,politician,14,,2024-06-21T22:32:17Z
http://www.wikidata.org/entity/Q27922634,Paul Mitchell,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,37.7,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,15,,2024-08-26T08:54:57Z
http://www.wikidata.org/entity/Q717154,Joseph R. Davis,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,8100,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,12,,2024-11-21T18:06:36Z
http://www.wikidata.org/entity/Q717154,Joseph R. Davis,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,500,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,12,,2024-11-21T18:06:36Z
http://www.wikidata.org/entity/Q53626,Gerhard Louis De Geer,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,498000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,22,,2024-05-21T20:18:19Z
http://www.wikidata.org/entity/Q8000233,Wilbur L. Ross Jr.,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,31,,2024-10-20T19:30:02Z
http://www.wikidata.org/entity/Q318503,Mark Cuban,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,3000000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,39,,2024-12-06T11:55:46Z
http://www.wikidata.org/entity/Q9000717,Lei Jun,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,9600000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,36,,2024-10-31T09:46:30Z
http://www.wikidata.org/entity/Q381748,Anil Ambani,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,3400000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,38,,2024-10-29T02:04:49Z
http://www.wikidata.org/entity/Q171428,Roman Abramovich,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,12400000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,60,,2024-10-13T17:29:48Z
http://www.wikidata.org/entity/Q336580,"Gerald Grosvenor, 6th Duke of Westminster",Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,11000000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,17,,2024-10-12T04:38:55Z
http://www.wikidata.org/entity/Q1391723,Naguib Sawiris,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,3300000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,18,,2024-12-06T13:52:19Z
http://www.wikidata.org/entity/Q171428,Roman Abramovich,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,11200000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,60,,2024-10-13T17:29:48Z
http://www.wikidata.org/entity/Q233581,Mikhail Prokhorov,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,9800000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,45,,2024-10-26T12:48:34Z
http://www.wikidata.org/entity/Q880672,John Francis Mercer,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,16978.75,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,13,,2024-11-26T19:30:25Z
http://www.wikidata.org/entity/Q219928,Zong Qinghou,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,8400000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,19,,2024-06-12T02:42:46Z
http://www.wikidata.org/entity/Q313697,Ross Perot,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,4100000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,46,,2024-12-09T15:32:18Z
http://www.wikidata.org/entity/Q22084400,Lőrinc Mészáros,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1100000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,13,,2024-11-30T16:12:27Z
http://www.wikidata.org/entity/Q60805,Rinat Akhmetov,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,6591000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,39,,2024-11-30T12:01:44Z
http://www.wikidata.org/entity/Q233581,Mikhail Prokhorov,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,9600000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,45,,2024-10-26T12:48:34Z
http://www.wikidata.org/entity/Q6818770,Mercy Johnson,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,600000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,18,,2024-05-27T07:18:19Z
http://www.wikidata.org/entity/Q123665,Gloria Macapagal Arroyo,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,479546617,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,87,,2024-11-25T17:51:07Z
http://www.wikidata.org/entity/Q232301,Roseanne Barr,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,80000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,44,,2024-10-24T23:52:33Z
http://www.wikidata.org/entity/Q906898,Dmytro Firtash,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,420000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,20,,2024-09-01T13:16:31Z
http://www.wikidata.org/entity/Q1859524,Viktor Medvedchuk,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,620000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,36,,2024-11-25T15:43:53Z
http://www.wikidata.org/entity/Q468048,Joel Osteen,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,56508500,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,25,,2024-10-11T14:19:57Z
http://www.wikidata.org/entity/Q379720,Serhiy Tihipko,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,730000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,27,,2024-11-29T00:26:17Z
http://www.wikidata.org/entity/Q2537149,Mehmet Oz,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,100000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,31,,2024-12-02T02:56:30Z
http://www.wikidata.org/entity/Q561837,Mauricio Macri,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,110000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,81,,2024-11-25T20:25:28Z
http://www.wikidata.org/entity/Q297525,Jeff Koons,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,500000000,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q483501,artist,42,,2024-12-08T05:15:55Z
http://www.wikidata.org/entity/Q2197580,Vilma Santos,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,555324480,http://www.wikidata.org/entity/Q25224,pound sterling,http://www.wikidata.org/entity/Q82955,politician,14,,2024-06-21T22:32:17Z
http://www.wikidata.org/entity/Q2096387,Shehbaz Sharif,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1500000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,63,,2024-11-09T17:25:56Z
http://www.wikidata.org/entity/Q1626421,Ihor Kolomoyskyi,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1800000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,29,,2024-09-15T14:51:22Z
http://www.wikidata.org/entity/Q739315,Vladimir Potanin,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,18100000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,30,,2024-10-28T10:36:21Z
http://www.wikidata.org/entity/Q607,Michael Bloomberg,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,55500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,82,,2024-11-16T14:25:37Z
http://www.wikidata.org/entity/Q1739008,Ma Huateng,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,38800000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,41,,2024-11-20T22:04:14Z
http://www.wikidata.org/entity/Q58077,Petro Porošenko,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1600000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,123,,2024-11-18T19:22:56Z
http://www.wikidata.org/entity/Q463381,Anne Cox Chambers,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,16100000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,14,,2024-10-29T03:43:40Z
http://www.wikidata.org/entity/Q10819807,Andrej Babiš,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,74000000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,61,,2024-11-20T14:55:35Z
http://www.wikidata.org/entity/Q2105413,Wang Jianlin,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,22600000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,25,,2024-12-06T23:05:07Z
http://www.wikidata.org/entity/Q560847,Jim Simons,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,21500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q901,scientist,37,,2024-11-18T02:39:47Z
http://www.wikidata.org/entity/Q6279,Joe Biden,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,9000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,271,,2024-11-26T19:25:06Z
http://www.wikidata.org/entity/Q12655545,Gintautas Paluckas,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2138592,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,22,,2024-12-07T12:57:29Z
http://www.wikidata.org/entity/Q560847,Jim Simons,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,23500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q901,scientist,37,,2024-11-18T02:39:47Z
http://www.wikidata.org/entity/Q4911497,Bill de Blasio,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2500000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,54,,2024-11-10T19:50:17Z
http://www.wikidata.org/entity/Q7747,Vladimir Putin,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,8891777,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,302,,2024-12-08T14:32:09Z
http://www.wikidata.org/entity/Q2105413,Wang Jianlin,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,35700000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,25,,2024-12-06T23:05:07Z
http://www.wikidata.org/entity/Q85998709,Pita Limjaroenrat,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2340300,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,34,,2024-09-20T06:57:38Z
http://www.wikidata.org/entity/Q855252,Bhumibol Adulyadej,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1000000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,143,,2024-11-21T19:55:57Z
http://www.wikidata.org/entity/Q27881473,Vivek Ramaswamy,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,950000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,41,,2024-12-08T00:58:21Z
http://www.wikidata.org/entity/Q1361333,Viktor Uspaskich,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,9501241,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,14,,2024-11-22T19:35:37Z
http://www.wikidata.org/entity/Q2510441,"Feliciano Belmonte, Jr.",Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,864752155,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,11,,2024-07-30T21:14:35Z
http://www.wikidata.org/entity/Q1340699,Victor Pinchuk,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,25,,2024-12-02T14:00:30Z
http://www.wikidata.org/entity/Q4073083,Farkhad Akhmedov,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1400000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,12,,2024-06-06T21:32:01Z
http://www.wikidata.org/entity/Q7416,Margaret Thatcher,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,4694605,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,199,,2024-11-25T12:57:35Z
http://www.wikidata.org/entity/Q1174641,David Koch,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,50500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,38,,2024-11-13T15:00:49Z
http://www.wikidata.org/entity/Q1977990,Kostyantin Zhevago,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2400000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,11,,2024-11-11T08:05:24Z
http://www.wikidata.org/entity/Q336520,Alan Sugar,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1040000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,37,,2024-11-11T17:34:25Z
http://www.wikidata.org/entity/Q560847,Jim Simons,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,20900000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q901,scientist,37,,2024-11-18T02:39:47Z
http://www.wikidata.org/entity/Q744798,Ciro Gomes,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1695203.15,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,17,,2024-06-08T18:39:39Z
http://www.wikidata.org/entity/Q317521,Elon Musk,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,270100000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,176,,2024-12-05T12:33:26Z
http://www.wikidata.org/entity/Q285536,Imelda Marcos,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,923800000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,101,,2024-10-28T22:57:26Z
http://www.wikidata.org/entity/Q22686,Donald Trump,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,2500000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,311,,2024-12-05T17:47:47Z
http://www.wikidata.org/entity/Q1638114,Aziz Akhannouch,Personalities,http://www.wikidata.org/prop/direct/P2218,http://www.wikidata.org/prop/direct/P2218,1700000000,http://www.wikidata.org/entity/Q17193,Philippine peso,http://www.wikidata.org/entity/Q82955,politician,39,,2024-11-26T03:08:19Z
